rank_overall,performance,date,length,name,nationality,yob,rank_edition,gender,rank_gender,age_cat,rank_cat,finish_hours,year,tier
604,24:07:01 h,07.-13.04.2019,237km/6stages,"Akhdar, Lhoucine",MAR,1974.0,18,M,17,M45,2,24.116944444444446,2019,ELITE
605,24:07:21 h,19.-25.03.1989,209km/6stages,"Ginter, Christian",FRA,1954.0,26,M,25,M35,5,24.1225,1989,ELITE
606,24:07:22 h,07.-13.04.2019,237km/6stages,"Gine Cid, Albert",ESP,1977.0,19,M,18,M40,5,24.122777777777777,2019,ELITE
607,24:07:27 h,05.-15.04.2013,250.7km/6stages,"Verdier, Philippe",FRA,1962.0,16,M,16,M50,1,24.124166666666667,2013,ELITE
608,24:07:34 h,04.-14.04.2024,250km/6stages,"Dewey, John",GBR,1981.0,8,M,8,M40,3,24.12611111111111,2024,ELITE
609,24:07:59 h,07.-13.04.2019,237km/6stages,"Vanthuyne, Kenneth",BEL,1983.0,20,M,19,M35,5,24.133055555555558,2019,ELITE
610,24:08:34 h,21.04.-01.05.2023,250km/6stages,"Plisson, Geoffrey",FRA,1987.0,8,M,8,M35,5,24.142777777777777,2023,ELITE
611,24:08:47 h,29.03.-04.04.1993,200km/6stages,"Dumoulin, Frederic",FRA,,12,M,12,#NA,,24.14638888888889,1993,ELITE
612,24:08:58 h,10.-16.04.2016,257km/6stages,"Amdahl, Sondre",NOR,1972.0,9,M,9,M40,3,24.149444444444445,2016,ELITE
613,24:09:01 h,21.04.-01.05.2023,250km/6stages,"Clavery, Erik",FRA,1980.0,9,M,9,M40,1,24.150277777777777,2023,ELITE
614,24:09:43 h,09.-15.04.2017,250km/6stages,"Hall, Damian",GBR,1975.0,15,M,13,M40,2,24.161944444444444,2017,ELITE
615,24:09:56 h,02.-12.04.2010,245km/6stages,"Aubeso Martinez, Jorge",ESP,1966.0,4,M,4,M40,2,24.165555555555553,2010,ELITE
616,24:10:16 h,10.-16.04.2005,245.7km/6stages,"Aubrion, Alain",FRA,1967.0,12,M,12,M35,2,24.171111111111113,2005,ELITE
617,24:10:54 h,30.03.-04.04.2009,202.2km/4stages,"Sanderson, Michael",RSA,1973.0,36,M,35,M35,15,24.18166666666667,2009,ELITE
618,24:11:06 h,04.-10.04.1995,230km/6stages,"Kemp, Christopher",GBR,,22,M,21,#NA,,24.185,1995,ELITE
619,24:11:09 h,05.-11.04.2015,249km/6stages,"MacKey, David",USA,1969.0,12,M,12,M45,5,24.185833333333335,2015,ELITE
620,24:12:27 h,30.03.-04.04.2009,202.2km/4stages,"Minder, Sandro",SUI,1981.0,37,M,36,M20,4,24.2075,2009,ELITE
621,24:13:14 h,02.-12.04.1999,225km/6stages,"Bravo Gonzalez, Jose",ESP,1953.0,33,M,33,M45,5,24.220555555555553,1999,ELITE
622,24:14:40 h,10.-16.04.2005,245.7km/6stages,"Eveno, Lionel",FRA,1963.0,13,M,13,M40,4,24.244444444444447,2005,ELITE
623,24:15:13 h,04.-10.04.1996,220km/6stages,"Michaud, Olivier",FRA,1971.0,8,M,8,M20,3,24.253611111111113,1996,ELITE
624,24:15:21 h,25.-31.03.2007,221km/6stages,"Calzadilla Torres, Antonio",ESP,1958.0,24,M,22,M45,1,24.25583333333333,2007,ELITE
625,24:15:34 h,30.03.-04.04.2009,202.2km/4stages,"Maout, Yann",FRA,1964.0,38,M,37,M45,6,24.259444444444444,2009,ELITE
626,24:15:40 h,07.-12.04.1997,220km/6stages,"Cormoreche, Francois",FRA,1971.0,37,M,36,M20,5,24.261111111111113,1997,ELITE
627,24:15:57 h,07.-12.04.1997,220km/6stages,"Moncaro, Thierry",FRA,1955.0,38,M,37,M40,7,24.265833333333333,1997,ELITE
628,24:16:00 h,03.-09.04.2011,250.7km/6stages,"Zanotti, Franco",ITA,1971.0,9,M,9,M40,4,24.266666666666666,2011,ELITE
629,24:16:23 h,08.-14.04.2018,237km/6stages,"Ogly, Krystian",POL,1977.0,12,M,12,M40,2,24.273055555555555,2018,ELITE
630,24:16:51 h,04.-10.04.1995,230km/6stages,"Varin, Olivier",FRA,1959.0,23,M,22,M35,2,24.280833333333334,1995,ELITE
631,24:17:14 h,30.03.-04.04.2009,202.2km/4stages,"Olabe, Jean-Philippe",FRA,1964.0,39,M,38,M45,7,24.287222222222223,2009,ELITE
632,24:17:24 h,10.-16.04.2005,245.7km/6stages,"Sartori, Stefano",ITA,1965.0,14,M,14,M40,5,24.290000000000003,2005,ELITE
633,24:18:25 h,19.-25.03.1989,209km/6stages,"Lucas, Jean",FRA,,27,M,26,#NA,,24.306944444444444,1989,ELITE
634,24:18:33 h,25.03.-04.04.2022,250km/6stages,"Comet Pascua, Anna",ESP,1983.0,12,F,1,W35,1,24.309166666666666,2022,ELITE
635,24:18:43 h,30.03.-04.04.2009,202.2km/4stages,"Poirier, Eddy",FRA,1970.0,40,M,39,M35,16,24.311944444444446,2009,ELITE
636,24:19:37 h,11.-22.04.1992,231km/6stages,"Le Barazer, Didier",FRA,,12,M,12,#NA,,24.326944444444443,1992,ELITE
637,24:19:54 h,09.-15.04.2006,212km/6stages,"Gaudin, Bernard",FRA,1954.0,27,M,27,M50,1,24.331666666666667,2006,ELITE
638,24:20:07 h,11.-22.04.1992,231km/6stages,"Sergeant, Dominique",FRA,,13,M,13,#NA,,24.335277777777776,1992,ELITE
639,24:20:15 h,09.-15.04.2006,212km/6stages,"Marcos Silvestre, Luis",ESP,1967.0,28,M,28,M35,8,24.3375,2006,ELITE
640,24:20:18 h,04.-10.04.1995,230km/6stages,"Jeanbertin, Jean-Baptiste",FRA,,24,M,23,#NA,,24.33833333333333,1995,ELITE
641,24:20:22 h,11.-17.04.2004,237km/6stages,"Arnier, Thierry",FRA,1959.0,17,M,17,M45,2,24.339444444444442,2004,ELITE
642,24:20:22 h,11.-22.04.1992,231km/6stages,"Cresci, Francois",FRA,1947.0,14,M,14,M45,1,24.339444444444442,1992,ELITE
643,24:20:46 h,02.-12.04.1999,225km/6stages,"Charlier, Alain",BEL,1955.0,34,M,34,M40,5,24.34611111111111,1999,ELITE
644,24:21:13 h,25.-31.03.2007,221km/6stages,"Grego, Widy",FRA,1962.0,25,M,23,M45,2,24.353611111111114,2007,ELITE
645,24:21:20 h,04.-10.04.2000,220km/6stages,"Le Mauff, Didier",FRA,1966.0,18,M,18,M30,3,24.355555555555558,2000,ELITE
646,24:21:23 h,04.-14.04.2024,250km/6stages,"Robert, Merile",FRA,1971.0,9,M,9,M50,1,24.35638888888889,2024,ELITE
647,24:21:48 h,15.-24.03.1990,220km/6stages,"Lemery, Christophe",FRA,,11,M,11,#NA,,24.363333333333333,1990,ELITE
648,24:22:17 h,09.-18.04.1994,220km/6stages,"Pallardy, Yves",FRA,1943.0,32,M,31,M50,1,24.37138888888889,1994,ELITE
649,24:22:17 h,02.-12.04.1999,225km/6stages,"Lozano, Antoine",FRA,1958.0,35,M,35,M40,6,24.37138888888889,1999,ELITE
650,24:22:31 h,02.-12.04.2010,245km/6stages,"Ait Abdelouahed, Abdelaziz",MAR,1975.0,5,M,5,M35,3,24.37527777777778,2010,ELITE
651,24:22:38 h,07.-12.04.1997,220km/6stages,"Viale, Dario",ITA,,39,M,38,#NA,,24.377222222222223,1997,ELITE
652,24:22:44 h,07.-13.04.2002,230km/6stages,"Ellehauge, Peter",DEN,1961.0,16,M,16,M40,5,24.378888888888888,2002,ELITE
653,24:22:59 h,25.-31.03.2007,221km/6stages,"Leach, Ian",GBR,1975.0,26,M,24,M30,6,24.383055555555558,2007,ELITE
654,24:23:42 h,03.-12.04.1988,220km/6stages,"Dumont, Philippe",FRA,1958.0,56,M,54,M30,5,24.395,1988,ELITE
655,24:24:19 h,09.-15.04.2017,250km/6stages,"El Akad, Aziz",MAR,1968.0,16,M,14,M45,3,24.405277777777776,2017,ELITE
656,24:24:25 h,01.-07.04.2001,243km/6stages,"Basty, Alain",FRA,1956.0,10,M,9,M45,1,24.40694444444444,2001,ELITE
657,24:25:01 h,29.03.-04.04.1998,229km/6stages,"Pellizzari, Rosanna",ITA,1959.0,21,F,1,W35,1,24.416944444444447,1998,ELITE
658,24:26:04 h,25.03.-04.04.2022,250km/6stages,"de Jaegher, Sylvain",FRA,1978.0,13,M,12,M40,4,24.434444444444445,2022,ELITE
659,24:26:13 h,06.-12.04.2014,244km/6stages,"Cointre, Cyril",FRA,1982.0,13,M,13,M30,3,24.436944444444446,2014,ELITE
660,24:26:19 h,02.-12.04.2010,245km/6stages,"Olivar Roldan, Aurelio Antonio",ESP,1968.0,6,M,6,M40,3,24.43861111111111,2010,ELITE
661,24:26:30 h,30.03.-04.04.2009,202.2km/4stages,"Veics, Arturs",LAT,1984.0,41,M,40,M20,5,24.441666666666666,2009,ELITE
662,24:26:31 h,15.-24.03.1990,220km/6stages,"Possert, Tom",USA,1962.0,12,M,12,M20,1,24.441944444444445,1990,ELITE
663,24:27:50 h,07.-13.04.2019,237km/6stages,"Alex, Maxime",FRA,1991.0,21,M,20,M20,4,24.46388888888889,2019,ELITE
664,24:27:51 h,07.-13.04.2002,230km/6stages,"Bindner, Eric",USA,1956.0,17,M,17,M45,2,24.464166666666667,2002,ELITE
665,24:28:11 h,25.-31.03.2007,221km/6stages,"Inoue, Shingo",JPN,1980.0,27,M,25,M20,2,24.46972222222222,2007,ELITE
666,24:28:12 h,29.03.-04.04.1993,200km/6stages,"Ginter, Christian",FRA,1954.0,13,M,13,M35,3,24.47,1993,ELITE
667,24:28:29 h,06.-12.04.2003,243km/6stages,"Doul, Ibrahim",MAR,1969.0,10,M,10,M30,3,24.47472222222222,2003,ELITE
668,24:29:16 h,30.03.-04.04.2009,202.2km/4stages,"Hicks, Meghan",USA,1978.0,42,F,2,W30,1,24.48777777777778,2009,ELITE
669,24:29:35 h,09.-15.04.2006,212km/6stages,"Adams, Philip",GBR,1961.0,29,M,29,M45,5,24.493055555555557,2006,ELITE
670,24:30:31 h,11.-22.04.1992,231km/6stages,"Belacel, Olivier",FRA,,15,M,15,#NA,,24.50861111111111,1992,ELITE
671,24:30:32 h,25.-31.03.2007,221km/6stages,"Catteau, Jeremie",FRA,1976.0,28,M,26,M30,7,24.50888888888889,2007,ELITE
672,24:31:03 h,02.-12.04.2010,245km/6stages,"Ploner, Kurt",ITA,1961.0,7,M,7,M45,1,24.5175,2010,ELITE
673,24:31:33 h,07.-12.04.1997,220km/6stages,"Deveix, Daniel",FRA,,40,M,39,#NA,,24.52583333333333,1997,ELITE
674,24:31:35 h,08.-14.04.2012,250.7km/6stages,"Gine Cid, Albert",ESP,1977.0,15,M,15,M35,6,24.52638888888889,2012,ELITE
675,24:31:44 h,30.03.-04.04.2009,202.2km/4stages,"Linares Gil, Eduardo",ESP,1964.0,43,M,41,M45,8,24.528888888888886,2009,ELITE
676,24:32:24 h,09.-15.04.2017,250km/6stages,"McCrickerd, Ryan",GBR,1988.0,17,M,15,M20,4,24.540000000000003,2017,ELITE
677,24:32:44 h,04.-14.04.2024,250km/6stages,"Mastrotto, Roberto",ITA,1987.0,10,M,10,M35,1,24.545555555555556,2024,ELITE
678,24:33:06 h,15.-24.03.1990,220km/6stages,"Lacan, Daniel",FRA,1946.0,13,M,13,M40,2,24.551666666666666,1990,ELITE
679,24:33:19 h,07.-12.04.1997,220km/6stages,"Launoy, Laurent",FRA,1964.0,41,M,40,M30,5,24.55527777777778,1997,ELITE
680,24:34:06 h,30.03.-04.04.2009,202.2km/4stages,"Edwards, David",GBR,1975.0,44,M,42,M30,5,24.56833333333333,2009,ELITE
681,24:34:36 h,02.-12.04.1999,225km/6stages,"Smith, Lisa",USA,1960.0,36,F,1,W35,1,24.576666666666668,1999,ELITE
682,24:34:43 h,19.-25.03.1989,209km/6stages,"van Reeth, Magali",FRA,,28,F,2,#NA,,24.578611111111112,1989,ELITE
683,24:35:13 h,11.-17.04.2004,237km/6stages,"Cuellar Ricoy, Juan Julio",ESP,1965.0,18,M,18,M35,3,24.586944444444445,2004,ELITE
684,24:35:17 h,11.-22.04.1992,231km/6stages,"Ginter, Christian",FRA,1954.0,16,M,16,M35,2,24.588055555555556,1992,ELITE
685,24:35:48 h,03.-12.04.1988,220km/6stages,"Resinger, Garbor",USA,,57,M,55,#NA,,24.596666666666664,1988,ELITE
686,24:37:00 h,02.-12.04.1999,225km/6stages,"Flamant, Gilles",FRA,1952.0,37,M,36,M45,6,24.616666666666667,1999,ELITE
687,24:37:03 h,06.-12.04.2003,243km/6stages,"Assefa Andeta, Dawit",ETH,,11,M,11,#NA,,24.6175,2003,ELITE
688,24:37:22 h,03.-12.04.1988,220km/6stages,"Sigal, Gerard",FRA,,58,M,56,#NA,,24.622777777777777,1988,ELITE
689,24:37:33 h,11.-22.04.1992,231km/6stages,"Lienhardt, Thierry",FRA,1971.0,17,M,17,M20,3,24.625833333333333,1992,ELITE
690,24:38:16 h,02.-12.04.1999,225km/6stages,"Spiriti, Luigi",ITA,1959.0,38,M,37,M40,7,24.637777777777778,1999,ELITE
691,24:38:32 h,30.03.-04.04.2009,202.2km/4stages,"Perez Carbajo, Luz",ESP,1965.0,45,F,3,W40,2,24.642222222222223,2009,ELITE
692,24:39:23 h,11.-17.04.2004,237km/6stages,"El Badaoui, Abderrazzak",FRA,1967.0,19,M,19,M35,4,24.656388888888888,2004,ELITE
693,24:39:25 h,07.-12.04.1997,220km/6stages,"Molkenthin, Anke",GER,1962.0,42,F,2,W35,2,24.65694444444444,1997,ELITE
694,24:39:31 h,09.-18.04.1994,220km/6stages,"Bach, Michel",FRA,1946.0,33,M,32,M45,2,24.65861111111111,1994,ELITE
695,24:40:16 h,09.-15.04.2006,212km/6stages,"Burgaud, Thierry",FRA,1969.0,30,M,30,M35,9,24.671111111111113,2006,ELITE
696,24:40:24 h,25.-31.03.2007,221km/6stages,"Adams, Thomas",GBR,1978.0,29,M,27,M20,3,24.673333333333336,2007,ELITE
697,24:40:47 h,30.03.-04.04.2009,202.2km/4stages,"Turnbull, Andrew",GBR,1972.0,46,M,43,M35,17,24.679722222222225,2009,ELITE
698,24:40:48 h,04.-10.04.1996,220km/6stages,"Preziosi, Modestino",FRA,1962.0,9,M,9,M30,2,24.68,1996,ELITE
699,24:40:58 h,04.-10.04.2000,220km/6stages,"Doul, Ibrahim",MAR,1969.0,19,M,19,M30,4,24.68277777777778,2000,ELITE
700,24:41:35 h,10.-16.04.2016,257km/6stages,"Pajusco, Marco",ITA,1983.0,10,M,10,M30,2,24.693055555555556,2016,ELITE
701,24:41:57 h,30.03.-04.04.2009,202.2km/4stages,"Fernandez, Demetrio",FRA,1963.0,47,M,44,M45,9,24.699166666666667,2009,ELITE
702,24:42:01 h,05.-15.04.2013,250.7km/6stages,"Hicks, Meghan",USA,1978.0,17,F,1,W35,1,24.700277777777778,2013,ELITE
703,24:42:23 h,19.-25.03.1989,209km/6stages,"El Jaoual, Brahim",MAR,1938.0,29,M,27,M50,2,24.70638888888889,1989,ELITE
704,24:43:48 h,09.-15.04.2017,250km/6stages,"Bal, Pawel",POL,1983.0,18,M,16,M30,4,24.729999999999997,2017,ELITE
705,24:43:56 h,15.-24.03.1990,220km/6stages,"Majeste, Michel",FRA,,14,M,14,#NA,,24.73222222222222,1990,ELITE
706,24:44:09 h,03.-12.04.1988,220km/6stages,"Bonneau, Christophe",FRA,1962.0,59,M,57,M20,6,24.735833333333336,1988,ELITE
707,24:44:13 h,09.-15.04.2006,212km/6stages,"Vallee, Albert",FRA,1959.0,31,M,31,M45,6,24.736944444444447,2006,ELITE
708,24:44:59 h,09.-15.04.2017,250km/6stages,"Maciel, Fernanda",BRA,1980.0,19,F,3,W35,1,24.749722222222225,2017,ELITE
709,24:45:07 h,19.-25.03.1989,209km/6stages,"Coquard, Bruno",FRA,,30,M,28,#NA,,24.751944444444444,1989,ELITE
710,24:45:26 h,10.-16.04.2016,257km/6stages,"Sedykh, Natalia",RUS,1988.0,11,F,1,W20,1,24.75722222222222,2016,ELITE
711,24:45:48 h,29.03.-04.04.1998,229km/6stages,"Fuery, Evan",GBR,,22,M,21,#NA,,24.763333333333332,1998,ELITE
712,24:46:28 h,19.-25.03.1989,209km/6stages,"Mosta, Karim",MAR,1954.0,31,M,29,M35,6,24.774444444444445,1989,ELITE
713,24:46:50 h,11.-17.04.2004,237km/6stages,"Haye, Gregory",FRA,1972.0,20,M,20,M30,7,24.780555555555555,2004,ELITE
714,24:47:32 h,09.-15.04.2017,250km/6stages,"Bagy, Abdlahkim",FRA,1968.0,20,M,17,M45,4,24.792222222222225,2017,ELITE
715,24:47:35 h,06.-12.04.2003,243km/6stages,"Schiester, Christian",AUT,1968.0,12,M,12,M35,1,24.793055555555558,2003,ELITE
716,24:49:19 h,02.-12.04.1999,225km/6stages,"Renault, Patrick",FRA,1957.0,39,M,38,M40,8,24.821944444444444,1999,ELITE
717,24:49:36 h,04.-10.04.1996,220km/6stages,"Ginter, Christian",FRA,1954.0,10,M,10,M40,1,24.826666666666668,1996,ELITE
718,24:49:41 h,29.03.-04.04.1998,229km/6stages,"Andre, Marc",FRA,1960.0,23,M,22,M35,3,24.828055555555554,1998,ELITE
719,24:49:41 h,06.-13.04.2025,250km/6stages,"Hurteaux, Jean-Baptiste",FRA,1978.0,6,M,5,M45,1,24.828055555555554,2025,ELITE
720,24:50:12 h,29.03.-04.04.1998,229km/6stages,"Arduzzoni, Cinzia",ITA,,24,F,2,#NA,,24.836666666666666,1998,ELITE
721,24:50:31 h,02.-12.04.1999,225km/6stages,"Betzelt, Stefan",GER,1960.0,40,M,39,M35,6,24.841944444444444,1999,ELITE
722,24:50:49 h,02.-12.04.1999,225km/6stages,"Mueller, Peter",SUI,,41,M,40,#NA,,24.846944444444443,1999,ELITE
723,24:51:21 h,06.-12.04.2014,244km/6stages,"Vieux, Florian",SUI,1986.0,14,M,14,M20,2,24.855833333333333,2014,ELITE
724,24:51:41 h,03.-12.04.1988,220km/6stages,"Lampin, Marcel",FRA,,60,M,58,#NA,,24.86138888888889,1988,ELITE
725,24:51:55 h,09.-15.04.2006,212km/6stages,"Oulmyr, Hassan",MAR,1974.0,32,M,32,M30,7,24.86527777777778,2006,ELITE
726,24:51:56 h,04.-10.04.2000,220km/6stages,"Cailly, Francois",FRA,1957.0,20,M,20,M40,3,24.865555555555556,2000,ELITE
727,24:52:55 h,02.-12.04.1999,225km/6stages,"Rouffiange, Bertrand",FRA,1956.0,42,M,41,M40,9,24.881944444444446,1999,ELITE
728,24:53:26 h,15.-24.03.1990,220km/6stages,"Dahes, Michel",FRA,1964.0,15,M,15,M20,2,24.890555555555554,1990,ELITE
729,24:53:31 h,02.-12.04.1999,225km/6stages,"Di Priamo, Alessandro",ITA,,43,M,42,#NA,,24.891944444444444,1999,ELITE
730,24:53:32 h,07.-12.04.1997,220km/6stages,"Lemoine, Christophe",FRA,1970.0,43,M,41,M20,6,24.892222222222223,1997,ELITE
731,24:53:45 h,06.-12.04.2003,243km/6stages,"Racinne, Gerard",FRA,1955.0,13,M,13,M45,1,24.895833333333332,2003,ELITE
732,24:53:55 h,30.03.-05.04.2008,245.3km/6stages,"Vallee, Albert",FRA,1959.0,12,M,12,M45,1,24.898611111111112,2008,ELITE
733,24:54:22 h,04.-10.04.1995,230km/6stages,"de Blay, Charles",FRA,,25,M,24,#NA,,24.90611111111111,1995,ELITE
734,24:54:23 h,19.-25.03.1989,209km/6stages,"Poulet, John",FRA,,32,M,30,#NA,,24.906388888888888,1989,ELITE
735,24:54:29 h,15.-24.03.1990,220km/6stages,"Lecornec, Jean-Claude",FRA,,16,M,16,#NA,,24.908055555555553,1990,ELITE
736,24:54:33 h,07.-13.04.2002,230km/6stages,"Bohnsen, Søren Brahe",DEN,1967.0,18,M,18,M35,4,24.909166666666664,2002,ELITE
737,24:54:39 h,25.-31.03.2007,221km/6stages,"Marcoux, Ghislain",CAN,1979.0,30,M,28,M20,4,24.910833333333333,2007,ELITE
738,24:54:42 h,11.-22.04.1992,231km/6stages,"Dulac, Jean-Pierre",FRA,1951.0,18,M,18,M40,2,24.911666666666665,1992,ELITE
739,24:55:59 h,30.03.-04.04.2009,202.2km/4stages,"Mosta, Karim",MAR,1954.0,48,M,45,M55,1,24.93305555555556,2009,ELITE
740,24:55:59 h,05.-15.04.2013,250.7km/6stages,"Visram, Alexander",GBR,1969.0,18,M,17,M40,6,24.93305555555556,2013,ELITE
741,24:56:03 h,04.-14.04.2024,250km/6stages,"Restorp, Petter",SWE,1977.0,11,M,11,M45,1,24.934166666666666,2024,ELITE
742,24:56:26 h,04.-10.04.1995,230km/6stages,"Cresci, Francois",FRA,1947.0,26,M,25,M45,2,24.940555555555555,1995,ELITE
743,24:56:27 h,11.-17.04.2004,237km/6stages,"Harwood, Paul",GBR,1971.0,21,M,21,M30,8,24.940833333333334,2004,ELITE
744,24:56:36 h,08.-14.04.2018,237km/6stages,"Garcia Arenas, Rafael",ESP,1973.0,13,M,13,M45,3,24.943333333333335,2018,ELITE
745,24:57:16 h,01.-07.04.2001,243km/6stages,"Jarry, Romain",FRA,1961.0,11,M,10,M40,2,24.954444444444444,2001,ELITE
746,24:57:29 h,11.-22.04.1992,231km/6stages,"Porcheret, Gerard",FRA,,19,M,19,#NA,,24.958055555555553,1992,ELITE
747,24:57:30 h,25.-31.03.2007,221km/6stages,"Joos, Tobias",GER,1981.0,31,M,29,M20,5,24.958333333333332,2007,ELITE
748,24:57:33 h,29.03.-04.04.1998,229km/6stages,"Croft, Dominic",GBR,1966.0,25,M,23,M30,4,24.959166666666665,1998,ELITE
749,24:57:38 h,03.-12.04.1988,220km/6stages,"Muller, Gerard",FRA,1953.0,61,M,59,M35,7,24.960555555555555,1988,ELITE
750,24:58:06 h,15.-24.03.1990,220km/6stages,"Pol, Yves",FRA,1953.0,17,M,17,M35,3,24.96833333333333,1990,ELITE
751,24:58:18 h,05.-15.04.2013,250.7km/6stages,"Talbott, Neil",GBR,1982.0,19,M,18,M30,3,24.971666666666664,2013,ELITE
752,24:58:22 h,25.-31.03.2007,221km/6stages,"Cohen, Andrew",AUS,1958.0,32,M,30,M45,3,24.972777777777775,2007,ELITE
753,24:58:36 h,10.-16.04.2016,257km/6stages,"Schlarb, Jason",USA,1978.0,12,M,11,M35,3,24.976666666666667,2016,ELITE
754,24:59:22 h,10.-16.04.2005,245.7km/6stages,"Vallee, Albert",FRA,1959.0,15,M,15,M45,1,24.989444444444445,2005,ELITE
755,24:59:30 h,09.-15.04.2006,212km/6stages,"Brun, Christophe",FRA,1968.0,33,M,33,M35,10,24.991666666666667,2006,ELITE
756,24:59:36 h,11.-22.04.1992,231km/6stages,"Rozzi, Daniel",FRA,1958.0,20,M,20,M30,1,24.993333333333336,1992,ELITE
757,24:59:45 h,02.-12.04.2010,245km/6stages,"Zanotti, Franco",ITA,1971.0,8,M,8,M35,4,24.995833333333334,2010,ELITE
758,25:00:41 h,19.-25.03.1989,209km/6stages,"Fargues, Jean-Pierre",FRA,,33,M,31,#NA,,25.011388888888888,1989,ELITE
759,25:00:56 h,07.-13.04.2019,237km/6stages,"Breuzin, Theophane",FRA,1989.0,22,M,21,M30,3,25.015555555555554,2019,ELITE
760,25:00:58 h,07.-13.04.2019,237km/6stages,"McCaig, Ian",GBR,1981.0,23,M,22,M35,6,25.016111111111112,2019,ELITE
761,25:01:05 h,04.-10.04.2000,220km/6stages,"Apczinski, Wolfgang",GER,1953.0,21,M,21,M45,2,25.018055555555556,2000,ELITE
762,25:01:23 h,03.-09.10.2021,234km/6stages,"Blanchard, Mathieu Jean-Rene",CAN,1987.0,5,M,5,M30,1,25.023055555555555,2021,ELITE
763,25:01:26 h,07.-13.04.2019,237km/6stages,"Faraj, Mohamed",MAR,1975.0,24,M,23,M40,6,25.023888888888887,2019,ELITE
764,25:02:14 h,03.-09.04.2011,250.7km/6stages,"Dris Mohamed, Ismael",ESP,1971.0,10,M,10,M40,5,25.037222222222223,2011,ELITE
765,25:02:25 h,07.-13.04.2002,230km/6stages,"Cardia, Gaetano",ITA,1963.0,19,M,19,M35,5,25.040277777777778,2002,ELITE
766,25:02:25 h,03.-12.04.1988,220km/6stages,"Petit, James",FRA,1966.0,62,M,60,M20,7,25.040277777777778,1988,ELITE
767,25:02:46 h,15.-24.03.1990,220km/6stages,"Bocquet, Patrick",FRA,,18,M,18,#NA,,25.046111111111113,1990,ELITE
768,25:03:06 h,09.-15.04.2006,212km/6stages,"Inoue, Shingo",JPN,1980.0,34,M,34,M20,3,25.051666666666666,2006,ELITE
769,25:03:21 h,25.03.-04.04.2022,250km/6stages,"Jourdan, Lionel",FRA,1976.0,14,M,13,M45,2,25.055833333333332,2022,ELITE
770,25:04:06 h,03.-12.04.1988,220km/6stages,"Quenum, Sessi",FRA,,63,M,61,#NA,,25.06833333333333,1988,ELITE
771,25:04:28 h,02.-12.04.2010,245km/6stages,"Gomez Camacho, Julio",ESP,1966.0,9,M,9,M40,4,25.074444444444445,2010,ELITE
772,25:04:40 h,10.-16.04.2005,245.7km/6stages,"Arnier, Thierry",FRA,1959.0,16,M,16,M45,2,25.07777777777778,2005,ELITE
773,25:04:43 h,05.-15.04.2013,250.7km/6stages,"Richard, Steven",USA,1982.0,20,M,19,M30,4,25.078611111111112,2013,ELITE
774,25:04:52 h,15.-24.03.1990,220km/6stages,"Garnier, Claire",FRA,,19,F,1,#NA,,25.08111111111111,1990,ELITE
775,25:05:31 h,29.03.-04.04.1998,229km/6stages,"Painsipp, Jörg",AUT,1966.0,26,M,24,M30,5,25.091944444444444,1998,ELITE
776,25:06:01 h,30.03.-04.04.2009,202.2km/4stages,"Benmrad, Lofti",TUN,1972.0,49,M,46,M35,18,25.10027777777778,2009,ELITE
777,25:06:31 h,19.-25.03.1989,209km/6stages,"Cheboud, Daniel",FRA,,34,M,32,#NA,,25.108611111111113,1989,ELITE
778,25:06:43 h,30.03.-04.04.2009,202.2km/4stages,"Sell, Richard",SGP,1976.0,50,M,47,M30,6,25.111944444444447,2009,ELITE
779,25:06:45 h,06.-12.04.2014,244km/6stages,"Verdier, Philippe",FRA,1962.0,15,M,15,M50,1,25.1125,2014,ELITE
780,25:07:39 h,30.03.-04.04.2009,202.2km/4stages,"Henderson, William",CAN,1972.0,51,M,48,M35,19,25.1275,2009,ELITE
781,25:07:40 h,04.-10.04.1995,230km/6stages,"Bordier, Abel",FRA,1934.0,27,M,26,M60,1,25.12777777777778,1995,ELITE
782,25:07:47 h,09.-15.04.2006,212km/6stages,"Assant, Olivier",FRA,1971.0,35,M,35,M35,11,25.129722222222224,2006,ELITE
783,25:07:57 h,09.-15.04.2006,212km/6stages,"Aubrion, Alain",FRA,1967.0,36,M,36,M35,12,25.1325,2006,ELITE
784,25:08:02 h,03.-12.04.1988,220km/6stages,"Hermann, Jean-Gerard",FRA,1952.0,64,M,62,M35,8,25.133888888888887,1988,ELITE
785,25:08:03 h,07.-13.04.2002,230km/6stages,"Aubrion, Alain",FRA,1967.0,20,M,20,M35,6,25.134166666666665,2002,ELITE
786,25:08:28 h,06.-13.04.2025,250km/6stages,"Debreyne, Ignace",BEL,1994.0,7,M,6,M30,3,25.141111111111112,2025,ELITE
787,25:08:57 h,07.-13.04.2002,230km/6stages,"Lauber, Pascal",SUI,1971.0,21,M,21,M30,4,25.149166666666666,2002,ELITE
788,25:09:21 h,02.-12.04.2010,245km/6stages,"Nain, Sebastien",FRA,1972.0,10,M,10,M35,5,25.15583333333333,2010,ELITE
789,25:09:36 h,07.-13.04.2002,230km/6stages,"Majorel, Jean-Louis",FRA,1957.0,22,M,22,M45,3,25.16,2002,ELITE
790,25:10:10 h,29.03.-04.04.1998,229km/6stages,"Rosa, Fabrice",FRA,1963.0,27,M,25,M35,4,25.169444444444444,1998,ELITE
