rank_overall,performance,date,length,name,nationality,yob,rank_edition,gender,rank_gender,age_cat,rank_cat,finish_hours,year,tier
3323,31:32:56 h,06.-12.04.2003,243km/6stages,"Nielsen, Janus",DEN,1976.0,85,M,85,M20,14,31.54888888888889,2003,MID
3324,31:32:57 h,03.-09.04.2011,250.7km/6stages,"Nickels, Richard",LUX,1979.0,51,M,46,M30,9,31.549166666666668,2011,MID
3325,31:32:57 h,07.-12.04.1997,220km/6stages,"Hazotte, Christian",FRA,,156,M,147,#NA,,31.549166666666668,1997,MID
3326,31:33:01 h,02.-12.04.1999,225km/6stages,"Dunand, Baudouin",SUI,1954.0,190,M,178,M45,26,31.55027777777778,1999,MID
3327,31:33:07 h,07.-13.04.2002,230km/6stages,"Plesse, Jean-Marie",FRA,1951.0,170,M,162,M50,14,31.551944444444445,2002,MID
3328,31:33:26 h,11.-17.04.2004,237km/6stages,"Allison, Simon",GBR,1979.0,114,M,106,M20,15,31.557222222222222,2004,MID
3329,31:33:35 h,02.-12.04.1999,225km/6stages,"Arnould, Didier",FRA,1956.0,191,M,179,M40,34,31.559722222222224,1999,MID
3330,31:33:35 h,09.-15.04.2017,250km/6stages,"Kelly, David",GBR,1987.0,116,M,107,M30,18,31.559722222222224,2017,MID
3331,31:33:36 h,07.-13.04.2019,237km/6stages,"Marcos Tillo, Carlos",ESP,1968.0,119,M,110,M50,10,31.560000000000002,2019,MID
3332,31:33:46 h,07.-12.04.1997,220km/6stages,"Eguimendia Txurruka, Jesus Maria",ESP,1954.0,157,M,148,M40,22,31.56277777777778,1997,MID
3333,31:33:47 h,08.-14.04.2018,237km/6stages,"Tucker, Kevin",GBR,1988.0,110,M,102,M30,11,31.563055555555557,2018,MID
3334,31:33:50 h,19.-25.03.1989,209km/6stages,"Mazars, Christian",FRA,,79,M,73,#NA,,31.56388888888889,1989,MID
3335,31:33:51 h,25.03.-04.04.2022,250km/6stages,"Hollands, Robert",GBR,1982.0,90,M,82,M40,16,31.56416666666667,2022,MID
3336,31:33:54 h,25.03.-04.04.2022,250km/6stages,"Orta, Jose Manuel",ESP,1978.0,91,M,83,M40,17,31.565,2022,MID
3337,31:34:50 h,06.-13.04.2025,250km/6stages,"Spiekermann, Tanja",GER,1974.0,70,F,8,W50,3,31.580555555555556,2025,MID
3338,31:35:06 h,30.03.-04.04.2009,202.2km/4stages,"Berry, Christopher",GBR,1963.0,260,M,247,M45,53,31.584999999999997,2009,MID
3339,31:35:13 h,21.04.-01.05.2023,250km/6stages,"Sommer, Corina",SUI,1974.0,35,F,4,W45,1,31.586944444444445,2023,MID
3340,31:35:23 h,11.-17.04.2004,237km/6stages,"Volay, Martine",FRA,1966.0,115,F,9,W35,5,31.58972222222222,2004,MID
3341,31:35:29 h,06.-12.04.2003,243km/6stages,"Jeanjean, Olivier",FRA,1973.0,86,M,86,M30,20,31.591388888888886,2003,MID
3342,31:35:36 h,30.03.-05.04.2008,245.3km/6stages,"Llorente Gento, Antonio",ESP,1963.0,83,M,82,M45,12,31.593333333333334,2008,MID
3343,31:35:36 h,05.-15.04.2013,250.7km/6stages,"Shearn, Sebastien",FRA,1978.0,129,M,121,M35,27,31.593333333333334,2013,MID
3344,31:35:40 h,25.03.-04.04.2022,250km/6stages,"Hamdouch, Hassna",MAR,1980.0,92,F,9,W40,3,31.594444444444445,2022,MID
3345,31:35:42 h,29.03.-04.04.1998,229km/6stages,"Pellard, Remy",FRA,1960.0,118,M,111,M35,24,31.595,1998,MID
3346,31:35:49 h,08.-14.04.2012,250.7km/6stages,"Schmied, Josef",AUT,1960.0,77,M,71,M50,8,31.596944444444443,2012,MID
3347,31:35:53 h,29.03.-04.04.1998,229km/6stages,"Segui, Gerard",FRA,1954.0,119,M,112,M40,13,31.598055555555554,1998,MID
3348,31:36:04 h,01.-07.04.2001,243km/6stages,"Chaton, Eric",FRA,1956.0,61,M,58,M45,11,31.601111111111113,2001,MID
3349,31:36:04 h,07.-13.04.2002,230km/6stages,"Paille, Jerome",FRA,1972.0,171,M,163,M30,34,31.601111111111113,2002,MID
3350,31:36:05 h,05.-15.04.2013,250.7km/6stages,"Crawford, Cynthia",USA,1966.0,130,F,9,W45,2,31.60138888888889,2013,MID
3351,31:36:10 h,05.-11.04.2015,249km/6stages,"Mustafin, Rinat",UZB,1979.0,96,M,91,M35,17,31.602777777777778,2015,MID
3352,31:36:15 h,08.-14.04.2012,250.7km/6stages,"Artist, Steven",GBR,1985.0,78,M,72,M20,5,31.604166666666668,2012,MID
3353,31:36:20 h,30.03.-04.04.2009,202.2km/4stages,"Picard, Elodie",FRA,1972.0,261,F,14,W35,3,31.605555555555558,2009,MID
3354,31:36:25 h,15.-24.03.1990,220km/6stages,"Guinot, Pascal",FRA,,91,M,80,#NA,,31.606944444444444,1990,MID
3355,31:36:28 h,01.-07.04.2001,243km/6stages,"Bennis, Karim",MAR,1961.0,62,M,59,M40,15,31.60777777777778,2001,MID
3356,31:36:35 h,10.-16.04.2005,245.7km/6stages,"Vero, Alexander",GBR,1982.0,68,M,66,M20,5,31.609722222222224,2005,MID
3357,31:36:42 h,06.-12.04.2003,243km/6stages,"Bernardo, Thierry",FRA,,87,M,87,#NA,,31.611666666666668,2003,MID
3358,31:36:46 h,06.-12.04.2003,243km/6stages,"Proux, Jean-Francois",FRA,1963.0,88,M,88,M40,15,31.61277777777778,2003,MID
3359,31:37:01 h,10.-16.04.2016,257km/6stages,"Laversanne, Sophie",FRA,1986.0,56,F,6,W30,2,31.616944444444446,2016,MID
3360,31:37:12 h,05.-15.04.2013,250.7km/6stages,"Heinkov, Mads Jacoby",DEN,1982.0,131,M,122,M30,22,31.62,2013,MID
3361,31:37:18 h,06.-12.04.2014,244km/6stages,"Addison, Julian",USA,1973.0,63,M,60,M40,25,31.621666666666666,2014,MID
3362,31:37:25 h,03.-09.10.2021,234km/6stages,"El Mouaziz, Abdelkader",MAR,1969.0,20,M,19,M50,4,31.62361111111111,2021,MID
3363,31:37:32 h,30.03.-04.04.2009,202.2km/4stages,"Moritani, Masahiro",JPN,1977.0,262,M,248,M30,38,31.625555555555557,2009,MID
3364,31:37:38 h,30.03.-04.04.2009,202.2km/4stages,"Truffier, Philippe",FRA,1959.0,263,M,249,M50,21,31.627222222222223,2009,MID
3365,31:37:38 h,06.-13.04.2025,250km/6stages,"Poutrel, Sonia",FRA,1991.0,71,F,9,W30,2,31.627222222222223,2025,MID
3366,31:37:41 h,25.-31.03.2007,221km/6stages,"Temani, Franco",ITA,1962.0,150,M,141,M45,25,31.628055555555555,2007,MID
3367,31:37:41 h,08.-14.04.2018,237km/6stages,"Canet Jara, Salvador",ESP,1973.0,111,M,103,M45,18,31.628055555555555,2018,MID
3368,31:37:51 h,06.-13.04.2025,250km/6stages,"Pecoul, Olivier",FRA,1980.0,72,M,63,M45,7,31.630833333333335,2025,MID
3369,31:37:54 h,01.-07.04.2001,243km/6stages,"Sasse, Karim",FRA,1960.0,63,M,60,M40,16,31.631666666666668,2001,MID
3370,31:37:57 h,05.-11.04.2015,249km/6stages,"Kunca, Loic",FRA,1977.0,97,M,92,M35,18,31.6325,2015,MID
3371,31:38:06 h,08.-14.04.2012,250.7km/6stages,"Leroy, Hugues",FRA,1971.0,79,M,73,M40,20,31.634999999999998,2012,MID
3372,31:38:06 h,04.-10.04.2000,220km/6stages,"Parcerisas Brugarola, Lluis",ESP,1968.0,73,M,69,M30,10,31.634999999999998,2000,MID
3373,31:38:23 h,07.-13.04.2019,237km/6stages,"Holmes, Paul",GBR,1973.0,120,M,111,M45,19,31.639722222222222,2019,MID
3374,31:38:34 h,10.-16.04.2005,245.7km/6stages,"Bruun, Lars Vesterby",DEN,1966.0,69,M,67,M35,13,31.642777777777777,2005,MID
3375,31:38:34 h,05.-15.04.2013,250.7km/6stages,"da Silva Viegas, Emmanuel",FRA,1971.0,132,M,123,M40,24,31.642777777777777,2013,MID
3376,31:38:36 h,02.-12.04.2010,245km/6stages,"Salter, Jennifer",GBR,1974.0,54,F,3,W35,2,31.643333333333334,2010,MID
3377,31:38:45 h,07.-13.04.2002,230km/6stages,"Malget, Camille",LUX,1959.0,172,M,164,M40,31,31.645833333333332,2002,MID
3378,31:38:46 h,06.-12.04.2003,243km/6stages,"Chossegros, Cyrille",FRA,1959.0,89,M,89,M40,16,31.64611111111111,2003,MID
3379,31:38:58 h,10.-16.04.2016,257km/6stages,"Ormiston, Michael",AUS,1971.0,57,M,51,M45,11,31.649444444444445,2016,MID
3380,31:39:13 h,04.-10.04.2000,220km/6stages,"Cuthberson Smith, Nicholas",GBR,,74,M,70,#NA,,31.65361111111111,2000,MID
3381,31:39:35 h,29.03.-04.04.1998,229km/6stages,"Grobost, Philippe",FRA,1960.0,120,M,113,M35,25,31.65972222222222,1998,MID
3382,31:39:40 h,09.-15.04.2006,212km/6stages,"Lindvall, Stefan",SWE,1965.0,122,M,117,M40,30,31.66111111111111,2006,MID
3383,31:39:50 h,04.-14.04.2024,250km/6stages,"Lopez, Fernando",ITA,,44,M,42,#NA,,31.663888888888888,2024,MID
3384,31:39:55 h,03.-09.10.2021,234km/6stages,"Blandin, Guillaume",FRA,1983.0,21,M,20,M35,5,31.665277777777778,2021,MID
3385,31:40:13 h,25.03.-04.04.2022,250km/6stages,"Meziane, Hakime",ALG,1962.0,93,M,84,M60,1,31.67027777777778,2022,MID
3386,31:40:25 h,04.-10.04.1995,230km/6stages,"Thomas, Bruno",FRA,1946.0,92,M,88,M45,7,31.67361111111111,1995,MID
3387,31:40:26 h,05.-11.04.2015,249km/6stages,"Adam, Frederic",FRA,1973.0,98,M,93,M40,27,31.67388888888889,2015,MID
3388,31:40:33 h,02.-12.04.2010,245km/6stages,"Hayon, Jan",FRA,1965.0,55,M,52,M45,7,31.675833333333333,2010,MID
3389,31:40:39 h,06.-12.04.2014,244km/6stages,"Daoudi, Sifedine",FRA,1979.0,64,M,61,M35,14,31.677500000000002,2014,MID
3390,31:40:41 h,09.-15.04.2017,250km/6stages,"Chan, Kwok-Keung",HKG,1960.0,117,M,108,M55,3,31.678055555555556,2017,MID
3391,31:40:45 h,09.-15.04.2017,250km/6stages,"Bruce, Thomas",GBR,1978.0,118,M,109,M35,22,31.679166666666667,2017,MID
3392,31:40:48 h,11.-17.04.2004,237km/6stages,"Tacconi, Luca",ITA,1968.0,116,M,107,M35,18,31.68,2004,MID
3393,31:40:50 h,04.-10.04.1995,230km/6stages,"Wrobel, Christophe",FRA,1964.0,93,M,89,M30,9,31.680555555555557,1995,MID
3394,31:41:02 h,05.-11.04.2015,249km/6stages,"Kronal, Olivier",BEL,1980.0,99,M,94,M35,19,31.683888888888887,2015,MID
3395,31:41:08 h,05.-11.04.2015,249km/6stages,"Sol, Yannick",FRA,1976.0,100,M,95,M35,20,31.685555555555556,2015,MID
3396,31:41:16 h,04.-10.04.2000,220km/6stages,"Bellal, Sidki",MAR,,75,M,71,#NA,,31.68777777777778,2000,MID
3397,31:41:16 h,05.-11.04.2015,249km/6stages,"Daveau, Jean-Philippe",FRA,1975.0,101,M,96,M40,28,31.68777777777778,2015,MID
3398,31:41:23 h,25.03.-04.04.2022,250km/6stages,"Claudon, Romain",FRA,1987.0,94,M,85,M35,20,31.689722222222223,2022,MID
3399,31:41:29 h,11.-17.04.2004,237km/6stages,"Lundie, Robert",GBR,1970.0,117,M,108,M30,22,31.691388888888888,2004,MID
3400,31:42:01 h,05.-15.04.2013,250.7km/6stages,"Mohagen, Sverre",NOR,1957.0,133,M,124,M55,6,31.700277777777778,2013,MID
3401,31:42:05 h,25.03.-04.04.2022,250km/6stages,"Cirkl, Petr",CZE,1976.0,95,M,86,M45,13,31.70138888888889,2022,MID
3402,31:42:20 h,06.-12.04.2003,243km/6stages,"Harding, Ian",GBR,1982.0,90,M,90,M20,15,31.705555555555556,2003,MID
3403,31:42:30 h,04.-10.04.1996,220km/6stages,"Souton, Yves",FRA,1941.0,41,M,40,M55,1,31.708333333333332,1996,MID
3404,31:42:36 h,06.-12.04.2003,243km/6stages,"Sasse, Karim",FRA,1960.0,91,M,91,M40,17,31.71,2003,MID
3405,31:42:40 h,08.-14.04.2018,237km/6stages,"van Schilt, Bart",NED,1977.0,112,M,104,M40,20,31.711111111111112,2018,MID
3406,31:42:40 h,07.-13.04.2019,237km/6stages,"Palous, Philippe",FRA,1969.0,121,M,112,M50,11,31.711111111111112,2019,MID
3407,31:42:52 h,02.-12.04.2010,245km/6stages,"Bennett, John",AUS,1970.0,56,M,53,M40,14,31.714444444444442,2010,MID
3408,31:42:53 h,02.-12.04.2010,245km/6stages,"Shaw, Antony",AUT,1973.0,57,M,54,M35,16,31.71472222222222,2010,MID
3409,31:43:10 h,06.-13.04.2025,250km/6stages,"Davies, Felix",GBR,2002.0,73,M,64,M20,10,31.71944444444444,2025,MID
3410,31:43:26 h,06.-12.04.2014,244km/6stages,"Hyman, David",GBR,1976.0,65,M,62,M35,15,31.723888888888887,2014,MID
3411,31:43:29 h,11.-17.04.2004,237km/6stages,"Hender, Nicholas",GBR,1975.0,118,M,109,M20,16,31.72472222222222,2004,MID
3412,31:43:37 h,04.-10.04.1995,230km/6stages,"Rasmussen, Jan Michael",DEN,,94,M,90,#NA,,31.72694444444444,1995,MID
3413,31:43:51 h,05.-15.04.2013,250.7km/6stages,"Mola Sola, Pere Anton",ESP,1983.0,134,M,125,M30,23,31.730833333333333,2013,MID
3414,31:43:53 h,29.03.-04.04.1998,229km/6stages,"Romain, Herve",FRA,1966.0,121,M,114,M30,11,31.731388888888887,1998,MID
3415,31:43:56 h,04.-14.04.2024,250km/6stages,"Perret, Elie",FRA,,45,M,43,#NA,,31.73222222222222,2024,MID
3416,31:44:06 h,03.-09.04.2011,250.7km/6stages,"Reynolds, Phil",GBR,1980.0,52,M,47,M30,10,31.735,2011,MID
3417,31:44:19 h,09.-15.04.2017,250km/6stages,"Simoncelli, William",FRA,1970.0,119,M,110,M45,24,31.738611111111112,2017,MID
3418,31:44:22 h,02.-12.04.1999,225km/6stages,"Stark, Helmut",GER,1935.0,192,M,180,M60,3,31.739444444444445,1999,MID
3419,31:44:23 h,06.-12.04.2014,244km/6stages,"Cross, Jonathan",GBR,1958.0,66,M,63,M55,1,31.739722222222223,2014,MID
3420,31:44:27 h,30.03.-05.04.2008,245.3km/6stages,"Arnoux, Alexandre",FRA,1974.0,84,M,83,M30,11,31.740833333333335,2008,MID
3421,31:44:33 h,04.-14.04.2024,250km/6stages,"Correia Pereira, Joao",POR,1978.0,46,M,44,M45,2,31.7425,2024,MID
3422,31:44:44 h,07.-13.04.2002,230km/6stages,"Keeling, Napoleon",IRL,1974.0,173,M,165,M20,18,31.745555555555555,2002,MID
3423,31:44:50 h,21.04.-01.05.2023,250km/6stages,"Taylor, Joseph",USA,1971.0,36,M,32,M50,3,31.747222222222224,2023,MID
3424,31:44:54 h,08.-14.04.2012,250.7km/6stages,"Stougaard, Bent",DEN,1963.0,80,M,74,M45,10,31.748333333333335,2012,MID
3425,31:44:55 h,25.03.-04.04.2022,250km/6stages,"Woweries, Malte",GER,1979.0,96,M,87,M40,18,31.748611111111114,2022,MID
3426,31:45:15 h,02.-12.04.1999,225km/6stages,"Evrard, Claude",FRA,1952.0,193,M,181,M45,27,31.754166666666666,1999,MID
3427,31:45:19 h,25.03.-04.04.2022,250km/6stages,"Ong, Soon-Seng (Steven)",MAS,1977.0,97,M,88,M45,14,31.755277777777778,2022,MID
3428,31:45:38 h,04.-10.04.1995,230km/6stages,"Gamot, Gilles",FRA,,95,M,91,#NA,,31.760555555555555,1995,MID
3429,31:45:44 h,07.-13.04.2019,237km/6stages,"Foster, Henry",GBR,1986.0,122,M,113,M30,23,31.76222222222222,2019,MID
3430,31:45:51 h,25.03.-04.04.2022,250km/6stages,"Amato, Enea",ITA,1987.0,98,M,89,M35,21,31.764166666666668,2022,MID
3431,31:46:00 h,03.-09.04.2011,250.7km/6stages,"Porche, Guillaume",FRA,1983.0,53,M,48,M20,4,31.766666666666666,2011,MID
3432,31:46:00 h,29.03.-04.04.1998,229km/6stages,"Sefraoui, Hicham",MAR,,122,M,115,#NA,,31.766666666666666,1998,MID
3433,31:46:02 h,30.03.-04.04.2009,202.2km/4stages,"Batel, Walter",FRA,1968.0,264,M,250,M40,52,31.76722222222222,2009,MID
3434,31:46:14 h,05.-15.04.2013,250.7km/6stages,"Morgan, Stuart",GBR,1975.0,135,M,126,M35,28,31.770555555555553,2013,MID
3435,31:46:14 h,07.-13.04.2019,237km/6stages,"Pelletier, Noe",FRA,1997.0,123,M,114,M20,13,31.770555555555553,2019,MID
3436,31:46:16 h,25.03.-04.04.2022,250km/6stages,"Brocklehurst, Kevin",GBR,1966.0,99,M,90,M55,1,31.77111111111111,2022,MID
3437,31:46:17 h,15.-24.03.1990,220km/6stages,"Desormais, Patrick",FRA,,92,M,81,#NA,,31.77138888888889,1990,MID
3438,31:46:33 h,06.-12.04.2003,243km/6stages,"Borgetto, Thierry",FRA,1959.0,92,M,92,M40,18,31.77583333333333,2003,MID
3439,31:46:35 h,07.-12.04.1997,220km/6stages,"Blesa Manzanero, Sebastian",ESP,1955.0,158,M,149,M40,23,31.77638888888889,1997,MID
3440,31:46:40 h,30.03.-05.04.2008,245.3km/6stages,"Kayser-Diederich, Simone",LUX,1955.0,85,F,2,W50,1,31.77777777777778,2008,MID
3441,31:46:40 h,30.03.-05.04.2008,245.3km/6stages,"Kayser, Lis",LUX,1983.0,86,F,2,W20,1,31.77777777777778,2008,MID
3442,31:46:44 h,06.-12.04.2014,244km/6stages,"Fancett, Tom",GBR,1988.0,67,M,64,M20,6,31.778888888888886,2014,MID
3443,31:46:52 h,10.-16.04.2016,257km/6stages,"Triscott, Simon",GBR,1982.0,58,M,52,M30,8,31.78111111111111,2016,MID
3444,31:46:53 h,05.-15.04.2013,250.7km/6stages,"Codling, Robert",GBR,1979.0,136,M,127,M30,24,31.781388888888888,2013,MID
3445,31:46:56 h,05.-15.04.2013,250.7km/6stages,"Moulding, Jonathan",GBR,1978.0,137,M,128,M35,29,31.78222222222222,2013,MID
3446,31:47:01 h,09.-15.04.2017,250km/6stages,"Salome, Anthime",FRA,1994.0,120,M,111,M20,13,31.783611111111114,2017,MID
3447,31:47:04 h,05.-11.04.2015,249km/6stages,"Morrissey, Claire",IRL,1979.0,102,F,6,W35,5,31.784444444444446,2015,MID
3448,31:47:21 h,06.-13.04.2025,250km/6stages,"Abell, Jason",GBR,1989.0,74,M,65,M35,12,31.789166666666667,2025,MID
3449,31:47:26 h,21.04.-01.05.2023,250km/6stages,"Redondo, Cayetano",ESP,1994.0,37,M,33,M20,4,31.790555555555557,2023,MID
3450,31:47:32 h,30.03.-04.04.2009,202.2km/4stages,"Lamont, Samuel",GBR,1975.0,265,M,251,M30,39,31.792222222222225,2009,MID
3451,31:47:36 h,29.03.-04.04.1998,229km/6stages,"Dörr, Günther",GER,1947.0,123,M,116,M50,5,31.793333333333337,1998,MID
3452,31:47:39 h,01.-07.04.2001,243km/6stages,"Wygas, Jean-Francois",FRA,1964.0,64,M,61,M35,14,31.79416666666667,2001,MID
3453,31:47:49 h,07.-13.04.2019,237km/6stages,"Crook, Aaron",AUS,1983.0,124,M,115,M35,22,31.796944444444446,2019,MID
3454,31:47:49 h,25.03.-04.04.2022,250km/6stages,"Roig, Loic",FRA,1985.0,100,M,91,M35,22,31.796944444444446,2022,MID
3455,31:48:01 h,04.-10.04.1995,230km/6stages,"Delmas, Francis",FRA,1955.0,96,M,92,M40,11,31.80027777777778,1995,MID
3456,31:48:01 h,04.-10.04.1995,230km/6stages,"Cros, Jacques",FRA,1947.0,97,M,92,M45,8,31.80027777777778,1995,MID
3457,31:48:01 h,04.-10.04.1995,230km/6stages,"Garcia, Aurelio",ESP,1957.0,98,M,92,M35,11,31.80027777777778,1995,MID
3458,31:48:04 h,05.-11.04.2015,249km/6stages,"Oliva Torres, Daniel",ESP,1981.0,103,M,97,M30,19,31.801111111111112,2015,MID
3459,31:48:05 h,07.-12.04.1997,220km/6stages,"Balthazard, Andre",FRA,1945.0,159,M,150,M50,11,31.80138888888889,1997,MID
3460,31:48:05 h,08.-14.04.2018,237km/6stages,"Colin, Joseph",FRA,1974.0,113,M,105,M40,21,31.80138888888889,2018,MID
3461,31:48:10 h,10.-16.04.2016,257km/6stages,"Evans, Gary",GBR,1981.0,59,M,53,M35,11,31.802777777777777,2016,MID
3462,31:48:15 h,07.-13.04.2019,237km/6stages,"Benamor, Rachid James",GBR,1977.0,125,M,116,M40,24,31.804166666666667,2019,MID
3463,31:48:30 h,11.-17.04.2004,237km/6stages,"Demont, Christian",FRA,1966.0,119,M,110,M35,19,31.808333333333334,2004,MID
3464,31:48:38 h,02.-12.04.1999,225km/6stages,"Torre, Julien",SUI,,194,M,182,#NA,,31.810555555555556,1999,MID
3465,31:48:38 h,08.-14.04.2018,237km/6stages,"de Armas, Ruyman",ESP,1979.0,114,M,106,M35,25,31.810555555555556,2018,MID
3466,31:48:49 h,06.-12.04.2014,244km/6stages,"Eigenhuis, Bart",NED,1967.0,68,M,65,M45,6,31.81361111111111,2014,MID
3467,31:49:10 h,09.-15.04.2017,250km/6stages,"Geng, Lu-Cong",CHN,1969.0,121,M,112,M45,25,31.819444444444443,2017,MID
3468,31:49:12 h,06.-12.04.2003,243km/6stages,"Juignet, Bruno",FRA,,93,M,93,#NA,,31.82,2003,MID
3469,31:49:14 h,05.-15.04.2013,250.7km/6stages,"Farre Puig, Jordi",ESP,1973.0,138,M,129,M40,25,31.820555555555554,2013,MID
3470,31:49:20 h,08.-14.04.2018,237km/6stages,"Kinnen, Sylvain",FRA,1973.0,115,M,107,M45,19,31.822222222222223,2018,MID
3471,31:49:21 h,07.-13.04.2002,230km/6stages,"Edwards, David",GBR,1974.0,174,M,166,M20,19,31.822499999999998,2002,MID
3472,31:49:24 h,08.-14.04.2018,237km/6stages,"Pavan, Gilles",FRA,1966.0,116,M,108,M50,12,31.823333333333334,2018,MID
3473,31:49:29 h,30.03.-04.04.2009,202.2km/4stages,"Rutkowski, Piotr",POL,1969.0,266,M,252,M40,53,31.82472222222222,2009,MID
3474,31:49:48 h,09.-15.04.2006,212km/6stages,"Peters, Mark",GBR,1955.0,123,M,118,M50,6,31.83,2006,MID
3475,31:49:48 h,04.-10.04.2000,220km/6stages,"Dralle, Ernst-Albrecht",GER,1950.0,76,M,72,M50,6,31.83,2000,MID
3476,31:49:53 h,09.-15.04.2017,250km/6stages,"Graf, Dominik",GER,1990.0,122,M,113,M20,14,31.83138888888889,2017,MID
3477,31:49:55 h,06.-12.04.2003,243km/6stages,"Bramat, Cyril",FRA,1967.0,94,M,94,M35,12,31.831944444444446,2003,MID
3478,31:49:59 h,19.-25.03.1989,209km/6stages,"Reisinger, Karoly",USA,,80,M,74,#NA,,31.833055555555557,1989,MID
3479,31:50:14 h,15.-24.03.1990,220km/6stages,"Leclercq, Xavier",FRA,,93,M,82,#NA,,31.83722222222222,1990,MID
3480,31:50:17 h,04.-10.04.2000,220km/6stages,"Lozano, Antoine",FRA,1958.0,77,M,73,M40,15,31.838055555555556,2000,MID
3481,31:50:18 h,09.-18.04.1994,220km/6stages,"Hemery, Elisabeth",FRA,,61,F,8,#NA,,31.83833333333333,1994,MID
3482,31:50:21 h,25.03.-04.04.2022,250km/6stages,"Geranin, Dmitrii",BLR,1987.0,101,M,92,M35,23,31.839166666666664,2022,MID
3483,31:50:26 h,30.03.-04.04.2009,202.2km/4stages,"Mottini, Nicola",SUI,1975.0,267,M,253,M30,40,31.840555555555554,2009,MID
3484,31:50:32 h,25.-31.03.2007,221km/6stages,"Melandri, Emile",FRA,1957.0,151,M,142,M50,17,31.842222222222222,2007,MID
3485,31:50:41 h,05.-11.04.2015,249km/6stages,"Jabbar, Mohammed",GBR,1986.0,104,M,98,M20,8,31.84472222222222,2015,MID
3486,31:50:42 h,06.-13.04.2025,250km/6stages,"Game, Gemma",GBR,1979.0,75,F,10,W45,1,31.845,2025,MID
3487,31:50:46 h,06.-13.04.2025,250km/6stages,"McKenna, Michael",IRL,1981.0,76,M,66,M40,15,31.84611111111111,2025,MID
3488,31:50:57 h,30.03.-05.04.2008,245.3km/6stages,"Martin Dupray, Vincent",FRA,1985.0,87,M,84,M20,5,31.849166666666665,2008,MID
3489,31:51:00 h,02.-12.04.2010,245km/6stages,"Johnson, Charles",GBR,1982.0,58,M,55,M20,2,31.85,2010,MID
3490,31:51:00 h,05.-15.04.2013,250.7km/6stages,"Minns, Paul",GBR,1967.0,139,M,130,M45,20,31.85,2013,MID
3491,31:51:25 h,05.-15.04.2013,250.7km/6stages,"Teakle, Garry",AUS,1969.0,140,M,131,M40,26,31.856944444444444,2013,MID
3492,31:51:28 h,30.03.-04.04.2009,202.2km/4stages,"Gossaert, Regis",FRA,1959.0,268,M,254,M50,22,31.85777777777778,2009,MID
3493,31:51:30 h,21.04.-01.05.2023,250km/6stages,"Akhdar, Lhoucine",MAR,1974.0,38,M,34,M45,2,31.858333333333334,2023,MID
3494,31:51:46 h,05.-11.04.2015,249km/6stages,"Santerre, Christian",FRA,1965.0,105,M,99,M50,7,31.86277777777778,2015,MID
3495,31:51:49 h,08.-14.04.2018,237km/6stages,"Renouf, Katherine",GBR,1990.0,117,F,9,W20,1,31.863611111111112,2018,MID
3496,31:51:51 h,06.-12.04.2014,244km/6stages,"van de Loock, Nikolaas",BEL,1989.0,69,M,66,M20,7,31.86416666666667,2014,MID
3497,31:51:59 h,07.-13.04.2019,237km/6stages,"Evans, Dean",GBR,1976.0,126,M,117,M40,25,31.866388888888892,2019,MID
3498,31:51:59 h,04.-10.04.1995,230km/6stages,"Manfredi, Francesco",ITA,1951.0,99,M,95,M40,12,31.866388888888892,1995,MID
3499,31:52:04 h,07.-13.04.2002,230km/6stages,"Le Bon, Herve",FRA,1963.0,175,M,167,M35,38,31.86777777777778,2002,MID
3500,31:52:09 h,06.-13.04.2025,250km/6stages,"Bloch, Mads Bille",DEN,1986.0,77,M,67,M35,13,31.86916666666667,2025,MID
3501,31:52:17 h,09.-15.04.2006,212km/6stages,"Link, Mike",GER,1968.0,124,M,119,M35,28,31.87138888888889,2006,MID
3502,31:52:27 h,09.-15.04.2006,212km/6stages,"Vildary, Patrick",FRA,1956.0,125,M,120,M50,7,31.874166666666667,2006,MID
3503,31:52:30 h,30.03.-04.04.2009,202.2km/4stages,"Deviercy, Eric",FRA,1967.0,269,M,255,M40,54,31.875,2009,MID
3504,31:52:50 h,07.-12.04.1997,220km/6stages,"Frohne, Freimuth",GER,1943.0,160,M,151,M50,12,31.880555555555556,1997,MID
3505,31:52:54 h,07.-13.04.2002,230km/6stages,"Cloteaux, Gervais",FRA,1948.0,176,M,168,M50,15,31.881666666666668,2002,MID
3506,31:52:58 h,06.-12.04.2014,244km/6stages,"Cabrera, Philippe",FRA,1980.0,70,M,67,M30,9,31.88277777777778,2014,MID
3507,31:52:59 h,07.-13.04.2019,237km/6stages,"Meurig, Catrin",GBR,1980.0,127,F,10,W35,1,31.883055555555558,2019,MID
3508,31:53:05 h,04.-14.04.2024,250km/6stages,"Slater, Christopher",GBR,1992.0,47,M,45,M30,7,31.884722222222223,2024,MID
3509,31:53:12 h,10.-16.04.2016,257km/6stages,"Heward, Samuel",GBR,1992.0,60,M,54,M20,6,31.886666666666667,2016,MID
3510,31:53:21 h,03.-09.04.2011,250.7km/6stages,"Maout, Yann",FRA,1964.0,54,M,49,M45,6,31.889166666666664,2011,MID
3511,31:53:22 h,09.-15.04.2017,250km/6stages,"Quagliaroli, Michele",ITA,1983.0,123,M,114,M30,19,31.889444444444443,2017,MID
