event_id,date,name,distance,finishers,year,finishers_n
125614,03.01.2026,Croom Zoom 50 km Run (USA),50km,49,2026,49
125899,03.01.2026,Wild Azalea 50 Mile Trail Challenge (USA),50mi,14,2026,14
127065,03.01.2026,Wekiwa Springs Ultra 12h (USA),6h,3,2026,3
125898,03.01.2026,Recover from the Holidays 50K (USA),50km,20,2026,20
125901,03.-04.01.2026,Wekiwa Springs Ultra 24h (USA),24h,16,2026,16
125902,03.01.2026,Wekiwa Springs Ultra 12h (USA),12h,48,2026,48
126496,02.-04.01.2026,Tuscobia Winter 80 Mile Ultramarathon (USA),80mi,17,2026,17
114600,02.01.2026,Just Survive 125 (USA),200km,11,2026,11
126495,02.-04.01.2026,Tuscobia Winter 160 Mile Ultramarathon (USA),160mi,8,2026,8
128347,01.01.2026,Lake Travis New Years Trail Challenge (USA),50km,11,2026,11
128348,01.01.2026,Lake Travis New Years Trail Challenge (USA),100km,1,2026,1
114437,01.01.2026,BAU Binnenalsterultra (GER),51.2km,26,2026,26
114298,01.01.2026,Lengericher Ultratrail am Neujahrstag (GER),46km,19,2026,19
128827,01.01.2026,"The Bund, Shanghai 50km (CHN)",50km,108,2026,108
130143,01.-02.01.2026,Xishuangbanna 60km (CHN),60km,330,2026,330
116159,01.01.2026,Red Eye 50km (USA),50km,27,2026,27
128826,01.01.2026,"The Bund, Shanghai 100km (CHN)",100km,122,2026,122
130142,01.01.2026,Xishuangbanna 100km (CHN),100km,192,2026,192
128392,01.01.2026,Xige Ultra Run (TPE),45km,7,2026,7
124175,01.01.2026,800 Heroes - Sanyi 100Km (TPE),100km,41,2026,41
124176,01.01.2026,800 Heroes - Sanyi 54Km (TPE),54km,35,2026,35
128887,01.01.2026,SP Endurance Challenge Réveillon (BRA),7h,2,2026,2
123378,01.-02.01.2026,Humble Club Backyard Run Nr. 3 (GER),21h,19,2026,19
